# JMH version: 1.37
# VM version: JDK 21.0.5, OpenJDK 64-Bit Server VM, 21.0.5+11-LTS
# VM invoker: /home/rafael/.sdkman/candidates/java/21.0.5-amzn/bin/java
# VM options: <none>
# Blackhole mode: compiler (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 1 s each
# Measurement: 5 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Average time, time/op
# Benchmark: org.sample.MLDSABenchmark.benchmarkSigning

# Run progress: 0.00% complete, ETA 00:02:30
# Fork: 1 of 5
# Warmup Iteration   1: 88749.089 ns/op
# Warmup Iteration   2: 84730.810 ns/op
# Warmup Iteration   3: 85324.675 ns/op
# Warmup Iteration   4: 85360.434 ns/op
# Warmup Iteration   5: 85988.170 ns/op
Iteration   1: 85849.219 ns/op
Iteration   2: 84455.252 ns/op
Iteration   3: 84488.233 ns/op
Iteration   4: 86098.644 ns/op
Iteration   5: 86620.204 ns/op

# Run progress: 6.67% complete, ETA 00:02:23
# Fork: 2 of 5
# Warmup Iteration   1: 88955.624 ns/op
# Warmup Iteration   2: 85022.955 ns/op
# Warmup Iteration   3: 85255.725 ns/op
# Warmup Iteration   4: 84223.679 ns/op
# Warmup Iteration   5: 84535.920 ns/op
Iteration   1: 85432.250 ns/op
Iteration   2: 85188.945 ns/op
Iteration   3: 86674.836 ns/op
Iteration   4: 86138.224 ns/op
Iteration   5: 86431.970 ns/op

# Run progress: 13.33% complete, ETA 00:02:12
# Fork: 3 of 5
# Warmup Iteration   1: 87596.011 ns/op
# Warmup Iteration   2: 84611.034 ns/op
# Warmup Iteration   3: 83498.875 ns/op
# Warmup Iteration   4: 85002.034 ns/op
# Warmup Iteration   5: 84426.332 ns/op
Iteration   1: 85911.561 ns/op
Iteration   2: 86765.383 ns/op
Iteration   3: 85369.962 ns/op
Iteration   4: 85179.826 ns/op
Iteration   5: 84844.331 ns/op

# Run progress: 20.00% complete, ETA 00:02:02
# Fork: 4 of 5
# Warmup Iteration   1: 87517.624 ns/op
# Warmup Iteration   2: 85782.338 ns/op
# Warmup Iteration   3: 85191.790 ns/op
# Warmup Iteration   4: 83833.058 ns/op
# Warmup Iteration   5: 84383.030 ns/op
Iteration   1: 83988.031 ns/op
